Date,Temperature,Humidity,Elevation,Petrol tax,Nifty 50 turnover,Number of dispensers in fuel station,Storage capacity,Number of vehicles visiting the station,Petrol Sold,Diesel Sold
2023-08-05,29.0,14,1200,23,33233.41,4,14,6497,54.2,51.2
2023-08-06,30.0,13,1200,36,36502.49,4,14,2953,54.3,25.6
2023-08-07,31.0,12,1200,17,31763.36,4,14,8224,39.7,48.9
2023-08-08,32.0,11,1200,27,36764.91,4,14,5177,38.9,33.2
2023-08-09,33.0,10,1200,34,38368.27,4,14,9522,34.304,29.1
2023-08-10,34.0,9,1200,20,31586.98,4,14,6869,44.1,46.7
2023-08-11,35.0,8,1200,32,37993.46,4,14,2871,33.6,37.8
2023-08-12,36.0,7,1200,16,36499.29,4,14,2960,54.1,52.1
2023-08-13,35.0,6,1200,29,39046.84,4,14,9612,44.1,45.6
2023-08-14,34.0,16,1200,23,36773.92,4,14,2998,31.1,27.8
2023-08-15,33.0,15,1200,35,38422.26,4,14,4223,38.6,38.9
2023-08-16,32.0,14,1200,15,38616.81,4,14,7945,56.3,52.3
2023-08-17,31.0,13,1200,28,36601.89,4,14,4962,54.1,25.6
2023-08-18,24.0,45,1200,14,36467.34,4,14,5589,52.5,47.6
2023-08-19,22.0,42,1200,19,36517.67,4,14,7496,54.3,32.9
2023-08-20,25.0,48,1200,22,39697.11,4,14,3685,44.5,56.7
2023-08-21,23.0,40,1200,33,36994.73,4,14,3673,43.8,30.9
2023-08-22,26.0,50,1200,30,39936.92,4,14,6415,34.7,24.3
2023-08-23,27.0,55,1200,24,33546.42,4,14,9705,38.6,42.3
2023-08-24,28.0,60,1200,21,31567.57,4,14,6839,42.406,35.6
2023-08-25,26.0,52,1200,25,32799.23,4,14,3787,27.4,47.8
2023-08-26,25.0,47,1200,18,33123.57,4,14,6571,42.1,26.7
2023-08-27,23.0,43,1200,31,39375.52,4,14,7841,42.6,32.1
2023-08-28,22.0,41,1200,36,39250.61,4,14,6809,49.906,46.5
2023-08-29,21.0,39,1200,17,36492.34,4,14,7601,46.4,53.2
2023-08-30,20.0,37,1200,26,34687.38,4,14,6173,31.5,29.3
2023-08-31,19.0,35,1200,13,36469.57,4,14,6310,45.7,41.1
2023-09-01,18.0,33,1200,16,38090.15,4,14,6829,40.2,37.6
2023-09-02,19.0,35,1200,35,32769.14,4,14,3940,43.1,51.2
2023-09-03,20.0,37,1200,31,38539.89,4,14,8190,48.4,25.6
2023-09-04,22.0,40,1200,19,31264.11,4,14,8784,39.5,48.9
2023-05-28,24.0,42,900,27,33542.57,6,20,8230,42.1,33.2
2023-05-29,25.0,45,900,32,34590.64,6,20,6477,46.3,29.1
2023-05-30,26.0,48,900,22,38293.41,6,20,5957,29.8,46.7
2023-05-31,27.0,51,900,34,34353.76,6,20,6902,38.2,37.8
2023-06-01,28.0,54,900,15,37084.92,6,20,5394,47.2,52.1
2023-06-02,29.0,57,900,18,39998.34,6,20,7383,35.094,45.6
2023-06-03,30.0,60,900,28,36579.29,6,20,9304,47.1,27.8
2023-06-04,31.0,63,900,21,34002.81,6,20,7018,28.8,38.9
2023-06-05,30.0,65,900,30,36378.46,6,20,4631,59.5,52.3
2023-06-06,29.0,63,900,25,36594.35,6,20,4715,46.6,25.6
2023-06-07,28.0,60,900,33,39601.64,6,20,8808,37.6,47.6
2023-06-08,27.0,57,900,20,35322.12,6,20,7292,40.4,32.9
2023-06-09,26.0,54,900,14,36220.81,6,20,4957,39.5,56.7
2023-06-10,25.0,51,900,26,33343.89,6,20,4857,47.1,30.9
2023-06-11,24.0,48,900,29,38209.67,6,20,4744,34.5,24.3
2023-06-12,23.0,45,900,23,39582.89,6,20,4894,51.2,42.3
2023-06-13,22.0,42,900,36,32897.67,6,20,7811,50.8,35.6
2023-06-14,21.0,39,900,17,38949.12,6,20,4684,39.1,47.8
2023-06-15,20.0,36,900,27,35244.29,6,20,9707,26.203,26.7
2023-06-16,19.0,33,900,34,35804.73,6,20,7508,59.1,32.1
2023-06-17,18.0,30,900,20,35394.24,6,20,3275,45.6,46.5
2023-06-18,17.0,27,900,32,32102.57,6,20,7137,58.8,53.2
2023-06-19,16.0,30,900,16,39284.75,6,20,7201,25.3,29.3
2023-06-20,17.0,33,900,29,36106.23,6,20,6473,48.7,41.1
2023-06-21,18.0,36,900,23,38164.33,6,20,3904,51.1,37.6
2023-06-22,19.0,39,900,35,39106.91,6,20,7839,28.1,51.2
2023-06-23,20.0,42,900,15,39380.25,6,20,4156,44.7,25.6
2023-06-24,21.0,45,900,28,36571.11,6,20,6029,56.1,48.9
2023-06-25,22.0,48,900,14,38376.62,6,20,2791,43.6,33.2
2023-06-26,23.0,51,900,19,35946.85,6,20,2411,43.6,29.1
2023-06-27,24.0,54,900,22,39877.69,6,20,2189,56.5,46.7
2023-06-28,25.0,57,900,33,36389.27,6,20,3500,47.9,37.8
2023-06-29,26.0,60,900,30,38038.56,6,20,11649,47.6,52.1
2023-06-30,27.0,63,900,24,32973.88,6,20,18410,47.9,45.6
2023-07-01,28.0,65,900,21,36201.56,6,20,16144,55.5,27.8
2023-07-02,29.0,67,900,25,38679.52,6,20,10977,52.8,38.9
2023-07-03,30.0,70,900,18,36117.22,6,20,8621,41.6,52.3
2023-07-04,31.0,72,900,31,37857.42,6,20,8743,31.7,35.8
2023-07-05,32.0,70,900,36,37734.88,6,20,18553,27.9,31.4
2023-07-06,33.0,67,900,17,34868.21,6,20,9298,32.5,41.2
2023-07-07,32.0,65,900,26,36774.91,6,20,3347,49.406,32.3
2023-07-08,31.0,63,900,13,39760.73,6,20,17454,48.6,27.9
2023-07-09,30.0,60,900,16,35404.59,6,20,8835,34.1,38.9
2023-07-10,29.0,57,900,35,34715.79,6,20,15791,36.8,52.7
2023-07-11,28.0,54,900,31,39355.76,6,20,20798,51.3,46.2
2023-07-12,27.0,51,900,19,33827.45,6,20,13403,23.1,39.5
2023-07-13,26.0,48,900,27,38791.69,6,20,5468,31.9,34.4
2023-07-14,25.0,45,900,32,35186.59,6,20,6158,22.3,23.5
2023-07-15,24.0,42,900,22,39645.28,6,20,15990,26.203,56.7
2023-07-16,23.0,39,900,34,35878.54,6,20,16685,32.3,38.1
2023-07-17,22.0,36,900,15,38119.83,6,20,10860,37.406,49.906
2023-07-18,21.0,33,900,18,38805.92,6,20,13957,43.1,53.3
2023-07-19,20.0,30,900,28,35147.42,6,20,6906,52.5,24.5
2023-07-20,19.0,27,900,21,37480.27,6,20,7768,38.9,50.3
2023-07-21,18.0,24,900,30,39699.47,6,20,13070,41.4,54.1
2023-07-22,17.0,27,900,25,37816.58,6,20,16953,23.5,40.6
2023-07-23,16.0,30,900,33,33654.45,6,20,16197,33.4,55.7
2023-07-24,15.0,33,900,20,38905.16,6,20,3138,46.2,44.6
2023-07-25,16.0,36,900,14,37852.97,6,20,16813,32.3,41.7
2023-07-26,17.0,39,900,26,37199.22,6,20,14311,23.6,57.2
2023-07-27,18.0,42,900,29,33379.12,6,20,14444,33.1,51.3
2023-07-28,19.0,45,900,23,36393.65,6,20,20699,41.1,46.7
2023-07-29,20.0,48,900,36,39452.56,6,20,16480,46.6,39.3
2023-07-30,21.0,51,900,17,33825.67,6,20,18224,51.4,52.1
2023-07-31,22.0,54,900,31,37280.91,6,20,21403,43.4,43.6
2023-08-01,23.0,57,900,17,39840.23,6,20,20452,54.5,34.906
2023-08-02,24.0,60,900,28,37892.48,6,20,8910,54.1,45.6
2023-08-03,25.0,63,900,19,35919.53,6,20,5838,55.4,58.8
2023-08-04,26.0,65,900,34,35947.19,6,20,11716,45.1,25.8
2023-08-05,27.0,45,900,15,38969.64,6,20,10667,29.8,26.8
2023-08-06,28.0,42,900,25,39092.38,6,20,14640,37.9,50.1
2023-08-07,29.0,48,900,30,38638.15,6,20,11368,42.5,42.3
2023-08-08,30.0,40,900,22,36407.32,6,20,10047,51.2,32.594
2023-08-09,24.0,50,900,16,38663.28,6,20,14832,34.8,38.7
2023-08-10,22.0,55,900,35,38219.82,6,20,17521,26.3,58.2
2023-08-11,25.0,60,900,21,39606.47,6,20,8551,36.6,48.3
2023-08-12,23.0,52,900,29,39629.16,6,20,11947,36.8,40.4
2023-08-13,26.0,47,900,18,36854.39,6,20,21728,37.406,54.906
2023-08-14,27.0,43,900,33,33359.45,6,20,20781,39.4,56.1
2023-08-15,28.0,41,900,24,33185.38,6,20,20052,24.703,47.1
2023-08-16,26.0,39,900,14,39233.29,6,20,21545,56.6,21.4
2023-08-17,25.0,37,900,26,32467.92,6,20,5102,35.8,49.1
2023-08-18,23.0,35,900,20,34773.24,6,20,17134,38.5,33.2
2023-08-19,22.0,33,900,27,39645.27,6,20,6363,38.8,45.2
2023-08-20,21.0,35,900,36,33828.91,6,20,20029,46.3,51.8
2023-08-21,20.0,37,900,23,37142.57,6,20,11564,55.6,50.9
2023-08-22,19.0,40,900,32,36149.26,6,20,14745,38.5,29.5
2023-08-23,18.0,42,900,13,26460.2,6,20,14188,37.1,37.2
2023-08-24,19.0,45,900,15,35118.57,6,20,8954,52.5,30.9
2023-08-25,20.0,48,900,19,23032.99,6,20,9497,43.8,22.9
2023-08-26,22.0,51,900,26,21562.08,6,20,14992,31.8,45.8
2023-08-27,24.0,54,900,22,19457.45,6,20,9459,41.2,33.8
2023-08-28,25.0,57,900,34,19091.44,6,20,20924,44.1,36.3
2023-08-29,26.0,60,900,31,23142.94,6,20,21180,42.8,27.7
2023-08-30,27.0,63,900,20,28819.53,6,20,10223,54.5,28.3
2023-08-31,28.0,65,900,28,21295.14,6,20,8142,32.594,27.203
2023-09-01,29.0,63,900,16,24454.15,6,20,15107,46.4,31.203
2023-09-02,30.0,60,900,33,27026.12,6,20,11876,44.2,49.406
2023-09-03,31.0,57,900,35,23615.47,6,20,13533,27.4,37.6
2023-09-04,30.0,54,900,27,19079.79,6,20,14602,21.4,36.7
2023-05-28,29.0,51,925,18,21889.48,10,19,10182,38.7,47.8
2023-05-29,28.0,48,925,21,26152.88,10,19,20050,54.5,28.6
2023-05-30,27.0,45,925,32,22687.94,10,19,16429,51.1,52.406
2023-05-31,26.0,42,925,23,23478.06,10,19,15989,51.6,42.8
2023-06-01,25.0,39,925,24,21416.41,10,19,20155,44.2,20.7
2023-06-02,24.0,36,925,30,26440.1,10,19,9160,28.3,53.9
2023-06-03,23.0,33,925,25,22046.04,10,19,12635,54.8,35.8
2023-06-04,22.0,30,925,14,19329.75,10,19,7313,49.7,27.1
2023-06-05,21.0,27,925,17,21063.78,10,19,5887,44.7,30.3
2023-06-06,20.0,30,925,36,20903.12,10,19,21444,32.406,53.4
2023-06-07,19.0,33,925,13,24172.44,10,19,11638,43.4,54.6
2023-06-08,18.0,36,925,31,22105.67,10,19,15988,44.7,29.9
2023-06-09,17.0,39,925,17,25147.58,10,19,21763,28.2,43.2
2023-06-10,16.0,42,925,28,28648.15,10,19,21608,45.3,56.3
2023-06-11,17.0,45,925,19,24273.17,10,19,6177,44.6,38.4
2023-06-12,18.0,48,925,34,22411.41,10,19,14418,25.6,47.406
2023-06-13,19.0,51,925,15,19094.08,10,19,12083,57.2,44.3
2023-06-14,20.0,54,925,25,19237.57,10,19,7824,25.7,41.6
2023-06-15,21.0,57,925,30,21660.69,10,19,10038,45.5,22.203
2023-06-16,22.0,60,925,22,70755.08,10,19,16841,55.5,25.1
2023-06-17,23.0,63,925,16,24056.99,10,19,13253,37.2,46.1
2023-06-18,24.0,65,925,35,23171.88,10,19,21867,23.3,55.6
2023-06-19,25.0,67,925,21,20369.16,10,19,14791,28.703,57.3
2023-06-20,26.0,70,925,29,21957.47,10,19,21114,41.3,48.4
2023-06-21,27.0,72,925,18,21482.77,10,19,18582,39.2,31.9
2023-06-22,28.0,70,925,33,22762.3,10,19,10568,54.7,59.1
2023-06-23,29.0,67,925,24,20181.42,10,19,8959,34.8,24.2
2023-06-24,30.0,65,925,14,15386.04,10,19,21851,34.1,49.8
2023-06-25,31.0,63,925,26,22612.62,10,19,21526,48.4,26.7
2023-06-26,32.0,60,925,20,19520.08,10,19,9290,36.9,56.4
2023-06-27,33.0,57,925,27,24820.77,10,19,21309,34.1,26.5
2023-06-28,32.0,54,925,36,28877.67,10,19,7154,50.2,32.9
2023-06-29,31.0,51,925,23,22699.84,10,19,15615,41.5,39.6
2023-06-30,30.0,48,925,32,19687.08,10,19,16034,58.5,29.1
2023-07-01,29.0,45,925,13,19102.48,10,19,21504,35.4,50.7
2023-07-02,28.0,42,925,15,24990.87,10,19,13423,28.6,54.8
2023-07-03,27.0,39,925,19,20619.6,10,19,20954,36.8,23.1
2023-07-04,26.0,36,925,26,17355.14,10,19,21903,49.7,42.6
2023-07-05,25.0,33,925,22,21415.89,10,19,18125,51.6,33.4
2023-07-06,24.0,30,925,34,37356.94,10,19,9173,49.2,35.3
2023-07-07,23.0,27,925,31,26376.62,10,19,14743,28.9,20.1
2023-07-08,22.0,24,925,20,22681.54,10,19,6729,32.2,51.8
2023-07-09,21.0,27,925,28,26634.06,10,19,19119,48.6,42.6
2023-07-10,20.0,30,925,16,24699.24,10,19,18548,56.7,28.3
2023-07-11,19.0,33,925,33,28540.18,10,19,13710,28.9,49.1
2023-07-12,18.0,36,925,35,23089.25,10,19,21242,49.5,40.2
2023-07-13,17.0,39,925,27,25991.55,10,19,8485,34.906,54.5
2023-07-14,16.0,42,925,18,26883.78,10,19,20952,32.3,31.7
2023-07-15,15.0,45,925,21,40163.14,10,19,15146,43.2,49.906
2023-07-16,16.0,48,925,32,27244.56,10,19,21589,37.406,46.4
2023-07-17,17.0,51,925,23,25484.44,10,19,20170,53.1,34.6
2023-07-18,18.0,54,925,24,25975.57,10,19,15564,39.4,23.4
2023-07-19,19.0,57,925,30,33269.08,10,19,19155,52.3,38.9
2023-07-20,20.0,60,925,25,26447.9,10,19,12132,35.8,57.6
2023-07-21,21.0,63,925,14,30622.66,10,19,18363,26.203,39.2
2023-07-22,22.0,65,925,17,33802.14,10,19,16340,35.2,25.6
2023-07-23,25.0,12,925,36,24522.29,10,19,16882,42.406,53.2
2023-07-24,24.0,11,925,13,29665.67,10,19,21603,49.1,37.9
2023-07-25,26.0,13,925,31,23023.86,10,19,18534,49.7,26.7
2023-07-26,23.0,10,925,17,35019.13,10,19,20416,44.906,52.3
2023-07-27,27.0,14,925,28,22995.98,10,19,20327,25.1,35.4
2023-07-28,28.0,15,925,19,23075.38,10,19,18058,51.7,32.9
2023-07-29,26.0,13,925,34,24554.71,10,19,17634,29.8,47.8
2023-07-30,25.0,12,925,15,23997.47,10,19,10919,59.406,29.703
2023-07-31,24.0,11,925,25,29899.38,10,19,16342,52.406,58.9
2023-08-01,23.0,10,925,30,28086.15,10,19,21014,26.6,44.5
2023-08-02,22.0,9,925,22,21655.87,10,19,8967,25.6,21.1
2023-08-03,21.0,8,925,16,25437.47,10,19,9221,35.094,43.6
2023-08-04,20.0,7,925,35,23201.75,10,19,20723,47.3,27.8
2023-08-05,19.0,6,925,21,29430.34,10,19,16615,33.6,37.1
2023-08-06,18.0,5,925,29,24521.24,10,19,15691,42.7,56.7
2023-08-07,19.0,6,925,18,22767.43,10,19,13522,43.1,50.9
2023-08-08,20.0,7,925,33,21484.66,10,19,18557,49.406,36.2
2023-08-09,21.0,8,925,24,26505.65,10,19,21664,57.2,45.6
2023-08-10,22.0,9,925,14,25641.41,10,19,16386,56.3,50.1
2023-08-11,23.0,10,925,26,20738.75,10,19,11453,49.1,48.9
2023-08-12,24.0,11,925,20,20226.48,10,19,15170,42.7,24.5
2023-08-13,25.0,12,925,27,20167.16,10,19,16941,48.4,46.7
2023-08-14,26.0,13,925,36,24338.24,10,19,7680,26.7,22.3
2023-08-15,27.0,14,925,23,24998.12,10,19,6937,28.1,55.6
2023-08-16,28.0,15,925,32,18237.22,10,19,8502,37.6,30.8
2023-08-17,29.0,16,925,13,22501.12,10,19,11347,53.2,31.9
2023-08-18,30.0,17,925,15,19877.49,10,19,19518,26.4,43.4
2023-08-19,29.0,16,925,19,45699.54,10,19,20305,54.406,59.8
2023-08-20,28.0,15,925,26,25962.38,10,19,17494,49.5,40.1
2023-08-21,27.0,14,925,22,24822.79,10,19,15534,38.4,27.7
2023-08-22,26.0,13,925,34,24029.89,10,19,20373,54.906,53.4
2023-08-23,25.0,12,925,31,32500.52,10,19,15741,33.8,38.7
2023-08-24,24.0,11,925,20,23591.0,10,19,21279,49.8,22.203
2023-08-25,23.0,10,925,28,23530.84,10,19,13259,41.8,35.6
2023-08-26,22.0,9,925,16,21924.34,10,19,10679,28.2,42.3
2023-08-27,21.0,8,925,33,30110.8,10,19,20551,39.1,47.8
2023-08-28,20.0,7,925,35,24332.36,10,19,11081,36.7,26.7
2023-08-29,19.0,6,925,27,21902.65,10,19,21980,45.2,32.1
2023-08-30,18.0,5,925,18,42681.35,10,19,8315,46.7,46.5
2023-08-31,17.0,4,925,21,21135.95,10,19,12621,48.8,53.2
2023-09-01,16.0,5,925,32,37351.58,10,19,19335,58.5,29.3
2023-09-02,15.0,6,925,23,26711.83,10,19,16552,57.3,41.1
2023-09-03,16.0,7,925,24,24137.57,10,19,16428,58.4,37.6
2023-09-04,17.0,8,925,30,20194.48,10,19,18115,42.3,51.2
2023-05-28,18.0,9,550,25,18118.19,8,15,9178,55.3,25.6
2023-05-29,19.0,10,550,14,19659.17,8,15,14963,46.8,48.9
2023-05-30,20.0,11,550,17,30069.78,8,15,21494,50.1,33.2
2023-05-31,21.0,12,550,36,20978.72,8,15,18609,39.5,29.1
2023-06-01,22.0,13,550,13,21459.58,8,15,16209,59.406,46.7
2023-06-02,23.0,14,550,31,26017.47,8,15,16276,46.7,37.8
2023-06-03,24.0,15,550,17,22019.04,8,15,20443,45.2,52.1
2023-06-04,25.0,16,550,28,16096.52,8,15,13833,43.4,45.6
2023-06-05,26.0,17,550,19,15499.67,8,15,15958,48.3,27.8
2023-06-06,27.0,18,550,34,18735.62,8,15,12679,23.9,38.9
2023-06-07,28.0,17,550,15,19900.99,8,15,20413,53.4,52.3
2023-06-08,29.0,16,550,25,20999.94,8,15,9615,43.1,25.6
2023-06-09,30.0,15,550,30,24363.02,8,15,17091,47.9,47.6
2023-06-10,31.0,14,550,22,14746.01,8,15,13381,55.7,32.9
2023-06-11,32.0,13,550,16,16839.87,8,15,17378,37.1,56.7
2023-06-12,31.0,12,550,35,18581.64,8,15,20642,24.3,30.9
2023-06-13,30.0,11,550,21,23582.01,8,15,21370,44.7,24.3
2023-06-14,29.0,10,550,29,17944.31,8,15,11857,44.3,42.3
2023-06-15,28.0,9,550,18,16212.9,8,15,20794,26.6,35.6
2023-06-16,27.0,8,550,33,19818.32,8,15,19808,38.9,27.8
2023-06-17,26.0,7,550,24,28939.64,8,15,20205,51.3,40.1
2023-06-18,25.0,6,550,14,19947.48,8,15,19489,44.6,53.4
2023-06-19,24.0,7,550,26,17095.73,8,15,14059,47.7,37.8
2023-06-20,23.0,8,550,20,19397.36,8,15,18140,41.8,42.3
2023-06-21,22.0,9,550,27,18452.51,8,15,8684,54.5,55.6
2023-06-22,21.0,10,550,36,19771.49,8,15,10736,46.6,48.9
2023-06-23,20.0,11,550,23,17304.87,8,15,20490,29.3,32.1
2023-06-24,19.0,12,550,32,16296.56,8,15,21846,53.4,46.7
2023-06-25,18.0,13,550,13,18288.06,8,15,19380,47.7,25.6
2023-06-26,17.0,14,550,15,17060.45,8,15,18233,39.2,39.8
2023-06-27,16.0,15,550,19,19087.29,8,15,13205,43.2,53.4
2023-06-28,17.0,16,550,26,12916.21,8,15,12285,59.1,25.6
2023-06-29,18.0,17,550,22,2482.27,8,15,16188,44.7,32.3
2023-06-30,19.0,18,550,34,13527.22,8,15,7666,40.1,46.7
2023-07-01,20.0,19,550,31,24957.24,8,15,8447,46.7,58.9
2023-07-02,21.0,20,550,20,26041.45,8,15,19477,44.5,24.5
2023-07-03,22.0,19,550,28,21681.28,8,15,21152,36.8,47.8
2023-07-04,23.0,18,550,16,16737.05,8,15,18586,25.4,26.7
2023-07-05,24.0,17,550,33,17947.2,8,15,15932,34.906,32.1
2023-07-06,25.0,16,550,35,17405.48,8,15,17733,37.2,46.5
2023-07-07,26.0,15,550,27,15906.94,8,15,17874,39.1,53.2
2023-07-08,27.0,16,550,18,14389.29,8,15,13117,33.1,39.3
2023-07-09,28.0,15,550,21,23043.25,8,15,21774,47.9,41.1
2023-07-10,29.0,14,550,32,22367.64,8,15,16806,36.7,27.6
2023-07-11,30.0,13,550,23,48877.95,8,15,12833,46.7,51.2
2023-07-12,31.0,12,550,24,22461.53,8,15,17987,52.406,35.6
2023-07-13,32.0,11,550,30,33917.52,8,15,16661,57.8,48.9
2023-07-14,33.0,10,550,25,41763.52,8,15,7512,35.5,23.2
2023-07-15,34.0,9,550,14,35654.76,8,15,13825,30.4,37.6
2023-07-16,35.0,8,550,17,24862.43,8,15,18670,34.7,52.3
2023-07-17,36.0,7,550,36,27449.96,8,15,14706,54.2,25.6
2023-07-18,35.0,6,550,13,21150.17,8,15,14446,54.3,47.6
2023-07-19,34.0,16,550,27,25404.64,8,15,14007,39.7,32.9
2023-07-20,33.0,15,550,34,25918.44,8,15,15645,38.9,56.7
2023-07-21,32.0,14,550,20,32593.42,8,15,19401,34.304,30.9
2023-07-22,31.0,13,550,32,50114.46,8,15,10248,44.1,24.3
2023-07-23,24.0,45,550,16,23615.28,8,15,18050,33.6,42.3
2023-07-24,22.0,42,550,29,23750.61,8,15,21890,54.1,35.6
2023-07-25,25.0,48,550,23,30993.12,8,15,18893,44.1,47.8
2023-07-26,23.0,40,550,35,26001.02,8,15,21343,31.1,26.7
2023-07-27,26.0,50,550,15,27709.29,8,15,12067,38.6,32.1
2023-07-28,27.0,55,550,28,20081.33,8,15,21578,56.3,46.5
2023-07-29,28.0,60,550,14,23059.25,8,15,20165,54.1,53.2
2023-07-30,26.0,52,550,19,35031.0,8,15,20782,52.5,29.3
2023-07-31,25.0,47,550,22,23697.88,8,15,7471,54.3,35.8
2023-08-01,23.0,43,550,33,14184.09,8,15,4348,44.5,31.4
2023-08-02,22.0,41,550,30,25316.13,8,15,2917,43.8,41.2
2023-08-03,21.0,39,550,24,32329.23,8,15,8030,34.7,32.3
2023-08-04,20.0,37,550,21,30868.15,8,15,4775,38.6,27.9
2023-08-05,19.0,35,550,25,26554.49,8,15,9102,42.406,38.9
2023-08-06,18.0,33,550,18,21140.94,8,15,5603,27.4,52.7
2023-08-07,19.0,35,550,31,24055.74,8,15,3244,42.1,46.2
2023-08-08,20.0,37,550,36,20958.96,8,15,7888,42.6,39.5
2023-08-09,22.0,40,550,17,23492.12,8,15,3029,49.906,34.4
2023-08-10,24.0,42,550,26,30565.5,8,15,7022,46.4,23.5
2023-08-11,25.0,45,550,13,29523.15,8,15,5831,31.5,56.7
2023-08-12,26.0,48,550,16,24435.94,8,15,4335,45.7,38.1
2023-08-13,27.0,51,550,35,47533.44,8,15,7499,40.2,49.906
2023-08-14,28.0,54,550,31,39718.84,8,15,6236,43.1,53.3
2023-08-15,29.0,57,550,19,34429.24,8,15,9486,48.4,24.5
2023-08-16,30.0,60,550,27,13917.46,8,15,7287,39.5,50.3
2023-08-17,31.0,63,550,32,48813.68,8,15,5783,42.1,54.1
2023-08-18,30.0,65,550,22,41718.64,8,15,3901,46.3,40.6
2023-08-19,29.0,63,550,34,40088.5,8,15,6653,29.8,55.7
2023-08-20,28.0,60,550,15,34516.42,8,15,5505,38.2,44.6
2023-08-21,27.0,57,550,18,32916.3,8,15,3989,47.2,41.7
2023-08-22,26.0,54,550,28,41587.85,8,15,9825,35.094,57.2
2023-08-23,25.0,51,550,21,34042.15,8,15,3859,47.1,51.3
2023-08-24,24.0,48,550,30,38395.9,8,15,7501,28.8,46.7
2023-08-25,23.0,45,550,25,33807.94,8,15,7123,59.5,39.3
2023-08-26,22.0,42,550,33,32910.82,8,15,5895,46.6,52.1
2023-08-27,21.0,39,550,20,30088.76,8,15,3579,37.6,43.6
2023-08-28,20.0,36,550,14,41082.02,8,15,7432,40.4,34.906
2023-08-29,19.0,33,550,26,31176.16,8,15,4130,39.5,45.6
2023-08-30,18.0,30,550,29,23921.14,8,15,5311,47.1,58.8
2023-08-31,17.0,27,550,23,29896.62,8,15,2081,34.5,25.8
2023-09-01,16.0,30,550,36,32535.0,8,15,3410,51.2,26.8
2023-09-02,17.0,33,550,17,29559.69,8,15,2328,50.8,50.1
2023-09-03,18.0,36,550,27,22675.22,8,15,5502,39.1,42.3
2023-09-04,19.0,39,550,34,21375.71,8,15,3578,26.203,32.594
2023-05-28,20.0,42,820,20,26872.32,6,15,6223,59.1,38.7
2023-05-29,21.0,45,820,32,29741.39,6,15,6497,45.6,58.2
2023-05-30,22.0,48,820,16,33985.94,6,15,2953,58.8,48.3
2023-05-31,23.0,51,820,29,24617.01,6,15,8224,25.3,40.4
2023-06-01,24.0,54,820,23,20850.26,6,15,5177,48.7,54.906
2023-06-02,25.0,57,820,35,24620.71,6,15,9522,51.1,56.1
2023-06-03,26.0,60,820,15,20579.8,6,15,6869,28.1,47.1
2023-06-04,27.0,63,820,28,40196.12,6,15,2871,44.7,21.4
2023-06-05,28.0,65,820,14,29646.47,6,15,2960,56.1,49.1
2023-06-06,29.0,67,820,19,1918.77,6,15,9612,43.6,33.2
2023-06-07,30.0,70,820,22,23771.71,6,15,2998,43.6,45.2
2023-06-08,31.0,72,820,33,29165.37,6,15,4223,56.5,51.8
2023-06-09,32.0,70,820,30,31029.01,6,15,7945,47.9,50.9
2023-06-10,33.0,67,820,24,33558.46,6,15,4962,47.6,29.5
2023-06-11,32.0,65,820,21,27222.37,6,15,5589,47.9,37.2
2023-06-12,31.0,63,820,25,29781.12,6,15,7496,55.5,30.9
2023-06-13,30.0,60,820,18,40109.23,6,15,3685,52.8,22.9
2023-06-14,29.0,57,820,31,37348.3,6,15,3673,41.6,45.8
2023-06-15,28.0,54,820,36,60260.88,6,15,6415,31.7,33.8
2023-06-16,27.0,51,820,17,23015.51,6,15,9705,27.9,36.3
2023-06-17,26.0,48,820,26,30291.6,6,15,6839,32.5,27.7
2023-06-18,25.0,45,820,13,28939.85,6,15,3787,49.406,28.3
2023-06-19,24.0,42,820,16,31258.4,6,15,6571,48.6,27.203
2023-06-20,23.0,39,820,35,39023.19,6,15,7841,34.1,31.203
2023-06-21,22.0,36,820,31,33382.08,6,15,6809,36.8,49.406
2023-06-22,21.0,33,820,19,38830.73,6,15,7601,51.3,37.6
2023-06-23,20.0,30,820,27,45656.57,6,15,6173,23.1,36.7
2023-06-24,19.0,27,820,32,21420.69,6,15,6310,31.9,47.8
2023-06-25,18.0,24,820,22,27940.93,6,15,6829,22.3,28.6
2023-06-26,17.0,27,820,34,30793.28,6,15,3940,26.203,52.406
2023-06-27,16.0,30,820,15,40705.56,6,15,8190,32.3,42.8
2023-06-28,15.0,33,820,18,24797.82,6,15,8784,37.406,20.7
2023-06-29,16.0,36,820,28,22480.2,6,15,8230,43.1,53.9
2023-06-30,17.0,39,820,21,21651.69,6,15,6477,52.5,35.8
2023-07-01,18.0,42,820,30,25355.05,6,15,5957,38.9,27.1
2023-07-02,19.0,45,820,25,36456.91,6,15,6902,41.4,30.3
2023-07-03,20.0,48,820,33,28292.85,6,15,5394,23.5,53.4
2023-07-04,21.0,51,820,20,34909.73,6,15,7383,33.4,54.6
2023-07-05,22.0,54,820,14,28155.46,6,15,9304,46.2,29.9
2023-07-06,23.0,57,820,26,34464.61,6,15,7018,32.3,43.2
2023-07-07,24.0,60,820,29,34567.29,6,15,4631,23.6,56.3
2023-07-08,25.0,63,820,23,38982.18,6,15,4715,33.1,38.4
2023-07-09,26.0,65,820,36,38211.25,6,15,8808,41.1,47.406
2023-07-10,27.0,45,820,17,38512.16,6,15,7292,46.6,44.3
